Dialogue_ID,Recognition_ID,Speaker,Utterance,Predicted_Emotion_Raw,Actual_Emotion
2,2_5_5_16,Ross,"Oh okay, lift it straight up over your head!","{
  ""recognition_id"": ""2_5_5_16"",
  ""reasoning"": ""Three agents (Context Historian, Character Profiler, Social Dynamics) converge on a positive, encouraging tone, leading to a JOY classification."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",anger
2,2_6_5_16,Ross,Straight up over your head!,"{
  ""recognition_id"": ""2_6_5_16"",
  ""reasoning"": ""High arousal (8) and strong negative sentiment indicate anger, and the social dynamics analysis highlights a face‑threatening power move that reinforces this interpretation."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",anger
2,2_7_5_16,Ross,You can do it!,"{
  ""recognition_id"": ""2_7_5_16"",
  ""reasoning"": ""Rule 2 maps the high arousal (score 8) and positive sentiment to JOY, which is reinforced by unanimous agreement among all agents."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.95,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",joy
2,2_8_5_16,Ross,You can do it!,"{
  ""recognition_id"": ""2_8_5_16"",
  ""reasoning"": ""Strong positive sentiment, high arousal, and high relational influence all converge on an intense, supportive feeling, indicating joy."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",joy
2,2_9_5_16,Ross,Okay.,"{
  ""recognition_id"": ""2_9_5_16"",
  ""reasoning"": ""The majority of agents (Character Profiler, Sentiment Analyst, and Social Dynamics) interpret the brief “Okay.” as a simple, neutral acknowledgment with no strong positive or negative affect."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
2,2_10_5_16,Ross,You got it?,"{
  ""recognition_id"": ""2_10_5_16"",
  ""reasoning"": ""Three of the four agents label the utterance as neutral due to low arousal, neutral sentiment, and no sarcasm or surprise signals, outweighing the single mild joy suggestion."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
3,3_0_5_15,Steve,"Oh, okay, I get it.","{
  ""recognition_id"": ""3_0_5_15"",
  ""reasoning"": ""Three agents (Context Historian, Character Profiler, Sentiment Analyst) interpret the utterance as a resigned, sarcastic, and frustrated response, indicating anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3""],
    ""dissenting_agents"": [""Agent4""]
  }
}",neutral
3,3_1_5_15,Ross,"No wait, look. Look! I'm sorry, it's just I've never even","{
  ""recognition_id"": ""3_1_5_15"",
  ""reasoning"": ""High arousal (8) combined with negative, urgent language ('No wait', 'Look!', 'never even') signals anger/frustration despite the mitigating apology."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent5""]
  }
}",fear
3,3_2_5_15,Steve,Howard's the,"{
  ""recognition_id"": ""3_2_5_15"",
  ""reasoning"": ""Agent4 reports high arousal (8) with an implied negative sentiment, which by Rule 2 maps to ANGER and is supported by the majority of agents indicating negative, frustrated affect."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent5""]
  }
}",neutral
3,3_3_5_15,Ross,"Yes but too me he's just, man.","{
  ""recognition_id"": ""3_3_5_15"",
  ""reasoning"": ""Multiple agents identify a dismissive, negative, and exasperated tone, leading to a consensus of anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
3,3_4_5_15,Steve,"Okay, fine, whatever. Welcome to the building.","{
  ""recognition_id"": ""3_4_5_15"",
  ""reasoning"": ""Agent4’s high arousal (7‑8) combined with negative sentiment triggers Rule 2, mapping to ANGER, which aligns with the sarcasm‑laden, dismissive tone identified by the other agents."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.88,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent4"", ""Agent5""],
    ""dissenting_agents"": []
  }
}",anger
3,3_5_5_15,Ross,"Ugh, can you believe that guy!","{
  ""recognition_id"": ""3_5_5_15"",
  ""reasoning"": ""High arousal (9) combined with negative sentiment polarity triggers Rule 2, mapping to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4"", ""Agent5""],
    ""dissenting_agents"": []
  }
}",disgust
3,3_6_5_15,Phoebe,Yeah. I really like his glasses.,"{
  ""recognition_id"": ""3_6_5_15"",
  ""reasoning"": ""Agent4's low arousal (4) with positive polarity maps to NEUTRAL per Rule 2, and the other agents describe a de‑escalating, light‑hearted shift."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
4,4_0_4_14,Phoebe,Ohh!,"{
  ""recognition_id"": ""4_0_4_14"",
  ""reasoning"": ""Rule 3 was activated because Agent 4’s high‑arousal interjection signals surprise and none of the conflict‑based conditions applied, so the utterance is classified as SURPRISE"",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent5""]
  }
}",surprise
4,4_1_4_14,Monica,What?,"{
  ""recognition_id"": ""4_1_4_14"",
  ""reasoning"": ""No sarcasm or strong polarity overrides apply; the only common cue across reports is the high‑arousal, context‑driven reaction to a sudden development, leading to a default classification of SURPRISE."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.66,
  ""agent_consensus"": {
    ""agreeing_agents"": [],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""]
  }
}",neutral
4,4_2_4_14,Phoebe,It kicked! I think the baby kicked!,"{
  ""recognition_id"": ""4_2_4_14"",
  ""reasoning"": ""All agents emphasize high arousal, positive sentiment, and pure excitement in Phoebe's exclamation, leading to a consensus of joy."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",surprise
4,4_3_4_14,Monica,Oh my God!,"{
  ""recognition_id"": ""4_3_4_14"",
  ""reasoning"": ""All agents interpret the high‑arousal exclamation as a literal, surprise‑type reaction to the chaotic, excited moment."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.88,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",surprise
4,4_4_4_14,Phoebe,"Oh no wait, oh no, the elastic on my underwear busted.","{
  ""recognition_id"": ""4_4_4_14"",
  ""reasoning"": ""Agent4’s surprise cues trigger Rule 3, and none of the higher‑priority rules apply, leading to a SURPRISE classification."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",neutral
4,4_5_4_14,Joey,Oh my God! I overslept! I was supposed to be on the set a half an hour ago! I gotta get out of here!,"{
  ""recognition_id"": ""4_5_4_14"",
  ""reasoning"": ""All agents describe a high‑arousal, negative, panic‑like response, which maps to the MELD label fear."",
  ""predicted_emotion"": ""fear"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",fear
4,4_6_4_14,Monica,"Oh wait, Joey, you cant go like that! You stink!","{
  ""recognition_id"": ""4_6_4_14"",
  ""reasoning"": ""Agent4 reports high arousal (8) with negative sentiment, which triggers ANGER via Rule 2."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent4"", ""Agent5""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent3""]
  }
}",disgust
4,4_7_4_14,Joey,"Look, I know I feel asleep before I could shower and now I dont have time!","{
  ""recognition_id"": ""4_7_4_14"",
  ""reasoning"": ""Agent4 (Sentiment Analyst) reports high arousal (8) and negative sentiment polarity, which by Rule 2 maps directly to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",anger
4,4_8_4_14,Joey,"Theyre just ten blocks away, if I run, I can make it.","{
  ""recognition_id"": ""4_8_4_14"",
  ""reasoning"": ""Agent4 (Social Dynamics) indicates high arousal (7) with positive sentiment, which by Rule 2 maps to JOY."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",neutral
5,5_0_4_20,Chandler,Youre coming on to the entire room!  Im Chandler.,"{
  ""recognition_id"": ""5_0_4_20"",
  ""reasoning"": ""The high‑arousal sarcastic accusation and the emerging conflict indicated by the social dynamics analysis point to anger as the dominant emotion."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",anger
5,5_1_4_20,Chandler,Hi.,"{
  ""recognition_id"": ""5_1_4_20"",
  ""reasoning"": ""All agents describe the utterance as a low‑arousal, positive greeting in a playful, non‑conflictual context, leading to a consensus of neutral emotion."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
5,5_2_4_20,Marjorie,Hi.,"{
  ""recognition_id"": ""5_2_4_20"",
  ""reasoning"": ""Both the low arousal (1‑2) and positive sentiment of the utterance trigger Rule 2, mapping to NEUTRAL (contentment)."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": []
  }
}",neutral
5,5_3_4_20,Chandler,You mind if I,"{
  ""recognition_id"": ""5_3_4_20"",
  ""reasoning"": ""Three agents (Character Profiler, Sentiment Analyst, Social Dynamics) label the utterance as neutral and the consensus rule overrides the lone playful interpretation."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
5,5_4_4_20,Marjorie,"No, please.","{
  ""recognition_id"": ""5_4_4_20"",
  ""reasoning"": ""The high arousal (7‑8), negative sentiment, and strong sarcasm indicators point to a dominant feeling of anger despite the surrounding playful context."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Sentiment Analyst""],
    ""dissenting_agents"": [""Context Historian""]
  }
}",neutral
5,5_5_4_20,Chandler,"So uh, what are you in for?","{
  ""recognition_id"": ""5_5_4_20"",
  ""reasoning"": ""The utterance has low arousal (score 4) and a neutral‑to‑slightly‑negative sentiment, which maps to sadness per Rule 2’s arousal‑sentiment mapping."",
  ""predicted_emotion"": ""sadness"",
  ""confidence"": 0.62,
  ""agent_consensus"": {
    ""agreeing_agents"": [],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""]
  }
}",neutral
5,5_6_4_20,Marjorie,I talk in my sleep.,"{
  ""recognition_id"": ""5_6_4_20"",
  ""reasoning"": ""Low‑arousal, neutral sentiment from the Sentiment Analyst and the low‑stakes, face‑saving social function lead to a neutral classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent4"", ""Agent5""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
5,5_7_4_20,Chandler,"What a coincidence, I listen in my sleep.","{
  ""recognition_id"": ""5_7_4_20"",
  ""reasoning"": ""Agent4’s inferred high arousal (≥7) together with a negative sentiment polarity triggers Rule 2, mapping to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
5,5_8_4_20,Joey,So why dont you give me your number?,"{
  ""recognition_id"": ""5_8_4_20"",
  ""reasoning"": ""Most agents characterize the exchange as lighthearted, playful, and confident, indicating a positive, excited tone."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent2"", ""Agent5""]
  }
}",neutral
6,6_0_3_16,Joey,Previously on Friends.,"{
  ""recognition_id"": ""6_0_3_16"",
  ""reasoning"": ""All agents describe the utterance as a low‑arousal, mildly positive or neutral external narration, leading to a neutral classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.9,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
6,6_1_3_16,Monica,I dont know exactly. Its-its sorta like wrestling.,"{
  ""recognition_id"": ""6_1_3_16"",
  ""reasoning"": ""Moderate arousal with slightly negative/ambivalent sentiment and no sarcasm leads to a neutral, contented interpretation per Rule 2"",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
6,6_2_3_16,Phoebe,Oh?!,"{
  ""recognition_id"": ""6_2_3_16"",
  ""reasoning"": ""Rule 2 applies: Sentiment Analyst (Agent4) reports a very high arousal score (9) and a negative/incredulous sentiment, which maps directly to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent5""]
  }
}",surprise
7,7_0_3_24,Monica,"Yeah, but without the costumes.","{
  ""recognition_id"": ""7_0_3_24"",
  ""reasoning"": ""Both the character‑grounded and social‑dynamics reports describe the utterance as a calm, pragmatic condition with no strong sarcasm or high arousal, leading to a neutral classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent3""]
  }
}",neutral
7,7_1_3_24,Phoebe,Oh.,"{
  ""recognition_id"": ""7_1_3_24"",
  ""reasoning"": ""Three agents (Context Historian, Character Profiler, Social Dynamics) interpret the utterance as a neutral, non‑committal response, outweighing the single sarcasm‑leaning analysis."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",neutral
7,7_2_3_24,Joey,"And its not fake, its totally brutal.","{
  ""recognition_id"": ""7_2_3_24"",
  ""reasoning"": ""High arousal (7‑8) and negative sentiment from Agent3 together with conflict‑oriented cues in Agent4 trigger the anger mapping in Rule 2."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
7,7_3_3_24,Chandler,"Yeah, its two guys in a ring, and the rules are: Theyre","{
  ""recognition_id"": ""7_3_3_24"",
  ""reasoning"": ""All agents identify the utterance as neutral, factual, and low‑arousal with no sarcasm or conflict cues."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.94,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
7,7_4_3_24,Monica,"So you can like, bite, and pull peoples hair and stuff?","{
  ""recognition_id"": ""7_4_3_24"",
  ""reasoning"": ""Agent4 flags surprise cues and none of the conflict, escalating, or strained‑relationship conditions apply, so Rule 3 assigns SURPRISE."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent3""]
  }
}",surprise
7,7_5_3_24,Ross,"Yeah, anything goes, except ah, eye gouging and fish hooking.","{
  ""recognition_id"": ""7_5_3_24"",
  ""reasoning"": ""No rule overrides apply; the high‑arousal, hyperbolic phrasing is best captured as a surprise reaction rather than joy or anger."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.62,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",neutral
7,7_6_3_24,Monica,Whats fish hooking?,"{
  ""recognition_id"": ""7_6_3_24"",
  ""reasoning"": ""Four agents interpret the utterance as a straightforward, information‑seeking question within a playful, low‑arousal context, yielding a neutral emotional state that outweighs the single negative sentiment cue."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.87,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent5""],
    ""dissenting_agents"": [""Agent4""]
  }
}",surprise
7,7_7_3_24,Ross,"Huh, whats fish hooking...   Thanks man, that would have been really hard to describe. What is that taste?","{
  ""recognition_id"": ""7_7_3_24"",
  ""reasoning"": ""No sarcasm or high‑arousal cues were detected, and the sentiment analysis shows an ambivalent, moderate‑arousal state, leading to a neutral classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.66,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent4""],
    ""dissenting_agents"": [""Agent2"", ""Agent3""]
  }
}",neutral
7,7_8_3_24,Joey,"What? My hands are totally clean, I just gave the duck a bath.","{
  ""recognition_id"": ""7_8_3_24"",
  ""reasoning"": ""The high arousal (8) and negative/defensive sentiment identified by the Sentiment Analyst dominate the context, pointing to anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",neutral
